tp,request_id,total_latency_ms,compute_only_ms,prefill_compute_ms,decode_compute_ms,network_queue_ms,network_transfer_ms,io_pack_ms,io_unpack_ms,kv_size_bytes,compression_time_ms,decompression_time_ms,original_kv_size_bytes,compression_ratio
1,req_0,2353.94631590373,2295.515422821045,1363.4042739868164,932.1111488342285,0.0,58.430893082685074,11.397833293946952,1.365314453030542,62028544,83.20069313049316,83.68301391601562,547356672,8.824270838922159
1,req_1,2342.2635655924955,2295.515422821045,1363.4042739868164,932.1111488342285,0.0,46.748142771450716,9.26638501907289,0.8962689025567109,50959632,24.852752685546875,45.56989669799805,459276288,9.01255111104413
1,req_2,2358.8034337744502,2295.515422821045,1363.4042739868164,932.1111488342285,0.0,63.288010953406655,12.65518639544573,1.5212368499624063,67374908,27.364730834960938,45.9897518157959,595591168,8.839955195189283
1,req_3,2337.689993118698,2295.515422821045,1363.4042739868164,932.1111488342285,0.0,42.17457029765247,8.566997660037757,0.7571506638761708,45926608,22.830486297607422,24.57904815673828,413138944,8.995633729362291
1,req_4,2186.5036061061455,2121.891622543335,1189.7804737091064,932.1111488342285,0.0,64.61198356281128,13.273013936226592,1.2839610273957187,68653700,36.84592247009277,41.106462478637695,606076928,8.82803006975589
1,req_5,2197.4075066151945,2121.891622543335,1189.7804737091064,932.1111488342285,0.0,75.5158840718587,15.666016078694753,1.7719389010208089,82010084,26.217937469482422,0,727711744,8.873442246443743
1,req_6,2200.8108360418064,2121.891622543335,1189.7804737091064,932.1111488342285,0.0,78.9192134984713,16.33128571281488,1.2604464974313556,85585580,41.16368293762207,33.3399772644043,761266176,8.894794847449768
1,req_7,2207.3136746832115,2115.109567642212,1182.9984188079834,932.1111488342285,0.0,92.20410704099878,18.332272541783308,1.4061322971418448,98089190,36.28993034362793,0,874512384,8.91548175696017
1,req_8,2165.1207545726647,2115.109567642212,1182.9984188079834,932.1111488342285,0.0,50.01118693045221,9.468392246690513,1.4421589092022238,53209066,23.784399032592773,26.355266571044922,480247808,9.025676338690102
1,req_9,2191.798831283415,2115.109567642212,1182.9984188079834,932.1111488342285,0.0,76.68926364120354,15.183083668049756,1.5996860322810442,81304984,28.001070022583008,28.5646915435791,721420288,8.873014328371308
1,req_10,1856.6585623117662,1790.008192062378,857.8970432281494,932.1111488342285,0.0,66.65037024938594,13.185850148154092,1.7358516479641115,70736358,53.0087947845459,0,624951296,8.834937416483896
1,req_11,1835.8492234053265,1790.008192062378,857.8970432281494,932.1111488342285,0.0,45.841031342950075,9.271582168243073,1.1401659809058668,50189000,23.120880126953125,0,450887680,8.983794855446412
1,req_12,1838.7050815443981,1790.008192062378,857.8970432281494,932.1111488342285,0.0,48.696889482019536,9.491834262146048,1.4380706285352733,51686806,24.910449981689453,0,465567744,9.007477536917255
1,req_13,2110.828630807686,1994.9113178253174,1062.8001689910889,932.1111488342285,0.0,115.9173129823696,23.4452270594754,2.1091335520242644,125404858,71.39706611633301,41.51725769042969,1159725056,9.247847926274115
1,req_14,2063.0035018537055,1994.9113178253174,1062.8001689910889,932.1111488342285,0.0,68.09218402838935,13.123703437656781,1.1740918162108422,72409318,27.051210403442383,0,643825664,8.891475320897236
1,req_15,2788.984591393266,2557.4187088012695,1625.307559967041,932.1111488342285,0.0,231.56588259199646,46.66401829566765,4.964630206410532,247913204,49.47400093078613,70.4641342163086,2334130176,9.415110362576735
1,req_16,2534.1377936909703,2329.9449729919434,1397.8338241577148,932.1111488342285,0.0,204.19282069902738,40.78306447748384,3.8869769844496527,219818054,47.01590538024902,0,2063597568,9.387752873110232
1,req_17,2262.0284202606417,2190.1894855499268,1258.0783367156982,932.1111488342285,0.0,71.8389347107139,14.855887806021668,1.6658050264311288,78184844,29.236793518066406,0,696254464,8.905235700156926
1,req_18,2262.3913225967444,2190.1894855499268,1258.0783367156982,932.1111488342285,0.0,72.20183704681911,14.469470883191342,1.706344359494425,77805962,27.00495719909668,0,692060160,8.894693185594184
1,req_19,2274.053051366358,2190.1894855499268,1258.0783367156982,932.1111488342285,0.0,83.86356581643065,16.72693834711423,1.7482628698669174,89866198,34.08217430114746,0,803209216,8.93783462387048
1,req_20,2283.534390108234,2230.7721424102783,1298.6609935760498,932.1111488342285,0.0,52.762247697956965,10.760384405379826,1.320810622830968,55821548,29.69670295715332,50.48632621765137,507510784,9.0916644590365
1,req_21,2338.6648064198926,2230.7721424102783,1298.6609935760498,932.1111488342285,0.0,107.89266400961314,21.264597850223073,2.0057107119080744,116676618,32.06682205200195,0,1048576000,8.987027717927168
1,req_22,2304.1450121497764,2230.7721424102783,1298.6609935760498,932.1111488342285,0.0,73.37286973949767,14.918305604491511,1.9437240597407968,78406440,29.778718948364258,0,698351616,8.906814491258626
1,req_23,2022.1982889327737,1945.4499530792236,1013.3388042449951,932.1111488342285,0.0,76.74833585355174,14.88389967190936,1.5596382849639117,81352390,27.070283889770508,0,723517440,8.893622424614692
1,req_24,2051.1081996436187,1945.4499530792236,1013.3388042449951,932.1111488342285,0.0,105.6582465643948,21.47422077234576,1.8695304333338312,112734718,40.872812271118164,0,1008730112,8.947821309137439
1,req_25,1618.8228739364495,1548.747901916504,616.6367530822754,932.1111488342285,0.0,70.0749720199467,13.74620566574747,1.2149246162523584,75100166,52.77061462402344,0,668991488,8.907989471021942
1,req_26,1594.229264416299,1548.747901916504,616.6367530822754,932.1111488342285,0.0,45.48136249979553,9.268850202743605,0.900461702769039,47994716,22.956371307373047,26.001930236816406,434110464,9.044963699753948
1,req_27,2026.7751109119563,1902.258996963501,970.1478481292725,932.1111488342285,0.0,124.51611394845374,24.698377449214156,2.339861756874921,132721338,91.04394912719727,0,1233125376,9.291086079918815
1,req_28,1942.2672680852156,1902.258996963501,970.1478481292725,932.1111488342285,0.0,40.00827112171562,8.09491319380989,0.6821710569645376,43463470,23.41914176940918,0,392167424,9.022920259242992
1,req_29,2085.098817892569,2009.577875137329,1077.4667263031006,932.1111488342285,0.0,75.520942755243,14.604983422054731,1.8320827972017155,80747898,71.22325897216797,0,721420288,8.93422994119302
1,req_30,2066.667632992194,2009.577875137329,1077.4667263031006,932.1111488342285,0.0,57.08975785486896,11.465529016246018,1.5072579564676785,61393568,29.628515243530273,37.37497329711914,545259520,8.881378583502428
1,req_31,2075.415195832087,2009.577875137329,1077.4667263031006,932.1111488342285,0.0,65.83732069476048,13.539533442618206,0.8917819289628174,71461782,26.45730972290039,0,637534208,8.921330957014199
1,req_32,2097.530896483324,2016.725902557373,1084.6147537231445,932.1111488342285,0.0,80.80499392594777,16.421995954806803,1.4227778786850167,87677432,33.06293487548828,0,782237696,8.921767872945914
1,req_33,2125.586030189166,2016.725902557373,1084.6147537231445,932.1111488342285,0.0,108.86012763178967,22.159996945515523,2.4651041250361923,116611704,30.269384384155273,0,1046478848,8.9740464473446
1,req_34,2256.1320115989874,2188.79282951355,1256.6816806793213,932.1111488342285,0.0,67.33918208543915,13.187789999145025,1.2020319084457167,71501736,27.80628204345703,0,635437056,8.887015778190337
1,req_35,2330.046258008151,2188.79282951355,1256.6816806793213,932.1111488342285,0.0,141.25342849460412,28.157587939639946,3.2973477007752456,152250734,58.197021484375,0,1417674752,9.311447733316019
1,req_36,1907.2127498354603,1855.879430770874,923.7682819366455,932.1111488342285,0.0,51.33331906458362,10.733149869332392,1.3645655354333752,56077578,25.070667266845703,0,511705088,9.124949868555307
1,req_37,1893.386245587957,1855.879430770874,923.7682819366455,932.1111488342285,0.0,37.50681481708249,7.972088378223655,1.101378999167268,41184718,26.168107986450195,0,371195904,9.012952425703146
1,req_38,1934.961200241174,1855.879430770874,923.7682819366455,932.1111488342285,0.0,79.08176947029733,15.641476538026216,1.6779203347394296,85322530,63.887834548950195,0,759169024,8.897638454930954
1,req_39,2008.3694276036258,1928.6176013946533,996.5064525604248,932.1111488342285,0.0,79.7518262089726,15.97937333407717,1.522372164030311,86687482,27.076244354248047,0,773849088,8.926883906952101
1,req_40,2025.780521523251,1928.6176013946533,996.5064525604248,932.1111488342285,0.0,97.16292012859888,19.125415782116875,1.8144973062971808,104771230,33.80727767944336,77.99172401428223,937426944,8.947369845710506
1,req_41,2000.8512764723055,1918.120985031128,986.0098361968994,932.1111488342285,0.0,82.73029144117865,16.872890039194264,1.8473414385505877,88232842,27.818918228149414,0,788529152,8.936912085411462
1,req_42,1957.0663626458409,1918.120985031128,986.0098361968994,932.1111488342285,0.0,38.945377614711134,7.507327800576849,1.1975168927964452,41603114,23.436546325683594,0,375390208,9.023127643762436
1,req_43,1978.6857653309999,1918.120985031128,986.0098361968994,932.1111488342285,0.0,60.56478029987221,11.617559266695967,1.591319224296139,65017748,26.1383056640625,0,578813952,8.902399264889949
1,req_44,2116.749802333572,2021.679048538208,1089.5678997039795,932.1111488342285,0.0,95.07075379536151,18.979898203438175,1.753274938170613,102553040,33.11562538146973,0,916455424,8.936404264563976
1,req_45,2088.549692279543,2021.679048538208,1089.5678997039795,932.1111488342285,0.0,66.8706437413351,13.18648061809705,0.9789583982152283,71622810,36.88645362854004,0,635437056,8.87199281904745
1,req_46,2058.1990060502358,2021.679048538208,1089.5678997039795,932.1111488342285,0.0,36.519957512026195,7.685576982123288,1.0844835675647233,38685250,22.90630340576172,0,348127232,8.998965548884911
1,req_47,2016.7743952431483,1955.2458572387695,1023.134708404541,932.1111488342285,0.0,61.52853800438236,11.959321221450304,0.9082838798452918,66762356,33.090829849243164,0,591396864,8.858238376129206
1,req_48,2003.5729937034193,1955.2458572387695,1023.134708404541,932.1111488342285,0.0,48.32713646465326,9.726228154736992,0.8012231781964162,51420954,42.13237762451172,0,465567744,9.054047188622755
1,req_49,2034.8879121175996,1955.2458572387695,1023.134708404541,932.1111488342285,0.0,79.64205487882828,15.573276763614254,1.4337253685614,84560948,28.76448631286621,0,754974720,8.928172375740159
